,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
1123,MYFREEHANDS,"venta de la aplicacion por inclusión a través de grandes colectivos ( compañias de seguros , fabricantes de moviles, empresas de transporte etc..).","Development & Manufacturing, Saas",Consumer,ICT & MobileConnectivity Pre-seed,1.0,,,Founded: 2019,,5.0,
1124,MYMobile Security,"MYMobile Security is the No. 1 provider of mobile security. We offer a wide portfolio of mobile security products to ensure your mobile peace of mind. We define mobile security as any product or service that can enhance your security and privacy, whether a top anti-virus protection or a service that makes everyday life easier.","Software licence, Other types of licence, Subscription","Business, Consumer",ICT & MobileCybersecurity Series A,3.0,,,Founded: 2011,,0.0,
1125,MYMobileSecurity,"MYMobileSecurity offers digital security products that make a difference in real life. We believe that the right protection increases the quality of life, both in the short and long term.",,Business,ICT & MobileCybersecurity Series A,3.0,,,Founded: 2012,,5.0,
1126,MYVEGABOX,A través de una suscripción mensual ofrecemos a los clientes una caja de productos veganos sorpresa cada mes y recopilamos información sobre la opinión de los clientes sobre los productos para vendérsela a la marcas,"Advertising, Ecommerce & Trade, Saas","Business, Consumer",FoodtechAI & Big DataAdtech Digital Content & Media Ecommerce  Seed,2.0,,,Founded: 2020,,4.0,
1127,Maccion,"Maccion means integration, development and consultancy to implement the best solution to improve logistic and production processes by the hand of lean manufacturing and industry 4.0. Our solutions 'FEEL AND MANAGE YOUR BUSINESS in real-time' thanks to our technology expertise in data acquisition and integration. We develop and produce our own smart devices and platforms to sense and react in front of everything that may happen in a shop floor.","Development & Manufacturing, Subscription",Consumer,Logistic TechIoT & SensorsHealthtech Hardware ICT & Mobile  Pre-seed,1.0,,,Founded: 2016,,4.0,
1128,Macsha,"Innovation and development in the field of chronometry for sports events ranging from open water swimming, endure races on sand, and multitudinous street marathons to go-kart and motor racing.","Development & Manufacturing, Saas, Software licence",Business,SportsAutomation Seed,2.0,,,Founded: 2013,,12.0,
1129,Made of Genes,"Made of Genes is a customer-centric personal genomics service and a professional framework for the implementation of P4 medicine in clinical settings. We allow the genome sequencing of our customers and re-use this information in an AppStore-like marketplace, where professional analysts all around the world can publish their services. Made of Genes also features a directory of P4 (Preventive, Personalized, Precise and Participative) Medicine professionals.","Marketplace, R+D+I Services, Software licence","Business, Consumer",HealthtechCloud & Edge Computing Series A,3.0,,,Founded: 2015,,12.0,
1130,Magicbell,A complete user notification system for SaaS apps.,"Consultancy & Agency, Development & Manufacturing, Saas, Software licence",Business,Business Services & SoftwareAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
1131,Mailtrack,MailTrack is a SaaS that runs double-checks from mobile messaging to email.,Saas,Consumer,ICT & MobileCloud & Edge Computing Seed,2.0,,,Founded: 2013,,14.0,
1132,Mammoth Hunters,"Mammoth Hunters provides health and fitness advise thorugh a diverse portfolio of services and channels: physical training app,  nutrition courses, advise on lifestyle through a YouTube Channel and a website. 90% of our content is free and we charge for the remaining 10% for people highly commited to improve their health.","Ecommerce & Trade, Saas, Subscription",Consumer,Digital Content & MediaCloud & Edge ComputingBeauty & Personal care  Series A,3.0,,,Founded: 2012,,8.0,
1133,ManoMano,"Online leader in the home, DIY and garden sector in Europe. It collaborates with more than 3,600 partner suppliers and has the largest online catalog of products for the home, DIY and garden, with more than 10 million references.","Ecommerce & Trade, Marketplace, Software licence","Business, Consumer",EcommerceAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2013,,0.0,
1134,Mapit,MAPIT is a device that alerts you when someone takes your bike and allows you to verify its location in seconds.,"Development & Manufacturing, Subscription","Business, Consumer",Sustainable mobilityIoT & SensorsTraveltech & Leisure  Seed,2.0,,,Founded: 2016,,21.0,
1135,Mapp4All - Wikiaccessibility,"Aware of the important balancing act in everyday life for millions of people, Mapp4All promotes accessibility and tolerance for everybody through an application that allows users to evaluate and incorporate the places they visit. The interactive map points out those places that include facilities for groups with any kind of motor, visual or hearing impairment, as well as for the elderly and parents with babies, etc.","Advertising, Ecommerce & Trade, Marketplace","Business, Consumer",Sustainable mobilityAI & Big DataBusiness Services & Software Digital Content & Media Traveltech & Leisure  Seed,2.0,,,Founded: 2015,,2.0,
1136,Mapsi Photonics,Manufacture and commercialization of optical components at mid- and long- infrared for optical detection applications (gas sensing thermography biosensing),"Development & Manufacturing, Subscription",Consumer,ICT & MobileFrontier materials Undisclosed Funding,-1.0,,,Founded: 2021,,2.0,
1137,Marcadores.com,"Marcadores.com es simplemente el mejor sitio de livescore en español. Sigue todos los resultados de fútbol en directo, consulta las estadísticas de apuestas deportivas, conoce las alineaciones de los equipos, la programación",,,SportsAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2013,,0.0,
1138,Marfeel,"Marfeel is an ad tech platform that revolutionizes the way publishers create, optimize and monetize mobile websites. Marfeel's proprietary technology analyses publishers' unique audience - user habits, behaviour and usage patterns - and adjusts the mobile site layout dynamically to maximize readership, engagement, page views, loading time, and, ultimately, ad revenue.",Advertising,Business,AdtechCloud & Edge Computing Series B,4.0,,,Founded: 2011,,72.0,
1139,Marketeer,"2 decades ago, we discovered a strong genetic algorithm with natural language processing that learns in a way nobody else do.  Marketeer is an intelligent bot is using A.I and machine learning in order to give immediate response to your customers via their favourite communication channels. Our unique technology helps our clients to cover up to 90% of your customer service, improving their sales and product support.","Saas, Subscription",Business,Business Services & SoftwareAI & Big Data Seed,2.0,,,Founded: 2015,,12.0,
1140,Mars Intelligence,"It is a company dedicated to security, drone service and cybersecurity.","Consultancy & Agency, Development & Manufacturing, R+D+I Services, Saas, Software licence","Business, Consumer",LegaltechCybersecurityBusiness Services & Software Hardware ICT & Mobile Logistic Tech Proptech Robotics & Collaborative Robotics Cloud & Edge Computing Drones Smart Building Wearables  Undisclosed Funding,-1.0,,,Founded: 2019,,7.0,
1141,MarsBased,"MarsBased is a development consultancy that offers end-to-end web & mobile apps based on Ruby on Rails, Node.js, React and Angular. We use our engineering skills, business knowledge and a top-notch worldwide network to make your project skyrocket.","Consultancy & Agency, Development & Manufacturing, Saas",Business,Business Services & SoftwareAI & Big DataICT & Mobile  Undisclosed Funding,-1.0,,,Founded: 2014,,12.0,
1142,Marsupialis,Marsupialis is the marketplace offering solutions to parents needing help with their children (from childcare to tutorials or city camps).,"Consultancy & Agency, Marketplace, Saas","Business, Consumer",EdtechAI & Big Data Pre-seed,1.0,,,Founded: 2020,,5.0,
1143,Marvut,"Marvut offers services related to information technologies, such as artificial intelligence, augmented reality and virtual reality, tailored to the client's business.","Consultancy & Agency, Development & Manufacturing, Saas, Software licence",Business,Business Services & SoftwareAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
1144,Mascoteros,Online shop providing all you need for pets and animals.,Marketplace,Consumer,Traveltech & LeisureRecycling & Recovery Seed,2.0,,,Founded: 2015,,0.0,
1145,Maxsens,The main and specialty of IMAZ is the development of flexible and printed electronic systems. This company contributes to the development of flexible and IoT solutions. One of the main products it develops are flexible solutions (SmartGloves-Maxsens) for well-being and health control through a combination of printed and electronic systems.,Development & Manufacturing,Business,HealthtechIoT & SensorsRobotics & Collaborative Robotics AI & Big Data Frontier materials Automation Bioengineering & Regenerative medicine  Undisclosed Funding,-1.0,,,Founded: 2020,,0.0,
1146,Mayla Pharma,Máyla Pharmaceuticals is an European health supplements producer established in 2012 in Barcelona.,"Development & Manufacturing, Subscription","Business, Consumer",HealthtechNBS (Nature Based Solutions) Pre-seed,1.0,,,Founded: 2012,,12.0,
1147,Mayordomo,"Rep tots els teus paquets, comandes i compres online",Others,,Logistic TechAutomation Undisclosed Funding,-1.0,,,Founded:,,0.0,
1148,Mdrone,"MDRONE'S main activity is to provide technical services with RPAS (Remotely Piloted Aircraft Systems). We specialize in industrial surveys, precision agriculture, photogrammetry and security surveillance.","Consultancy & Agency, R+D+I Services",Business,Green & EnergytechRobotics & Collaborative RoboticsAI & Big Data IoT & Sensors Connectivity  Pre-seed,1.0,,,Founded: 2014,,3.0,
1149,Miahhh,This company has developed an application that allows the user to live a digital sex therapy experience.,"Consultancy & Agency, Saas, Subscription",Consumer,HealthtechCloud & Edge ComputingBeauty & Personal care  Pre-seed,1.0,,,Founded: 2021,,0.0,
